Etc/UTC,Open,High,Low,Close,Volume
2025-07-01T00:00:00+00:00,0.65761,0.6579,0.65738,0.65753,2226870000
2025-07-01T01:00:00+00:00,0.65753,0.65753,0.65562,0.65586,3833020000
2025-07-01T02:00:00+00:00,0.65585,0.65677,0.65534,0.65672,3284670000
2025-07-01T03:00:00+00:00,0.65673,0.65719,0.65646,0.65674,2758050000
2025-07-01T04:00:00+00:00,0.65676,0.65758,0.65646,0.65722,3459570000
2025-07-01T05:00:00+00:00,0.65723,0.65803,0.65712,0.6578,4670400000
2025-07-01T06:00:00+00:00,0.6578,0.65787,0.65703,0.65768,4192510000
2025-07-01T07:00:00+00:00,0.65768,0.6587,0.65751,0.6587,4759940000
2025-07-01T08:00:00+00:00,0.65867,0.65899,0.65782,0.65865,4047450000
2025-07-01T09:00:00+00:00,0.65866,0.65895,0.65798,0.65836,3691200000
2025-07-01T10:00:00+00:00,0.65834,0.65891,0.65829,0.65846,2541510000
2025-07-01T11:00:00+00:00,0.65845,0.65862,0.65796,0.6585,2636320000
2025-07-01T12:00:00+00:00,0.6585,0.65873,0.65721,0.6573,4414350000
2025-07-01T13:00:00+00:00,0.65734,0.65782,0.65667,0.65716,5690240000
2025-07-01T14:00:00+00:00,0.65712,0.65802,0.65627,0.65719,10793020000
2025-07-01T15:00:00+00:00,0.65719,0.65728,0.65613,0.65701,6068680000
2025-07-01T16:00:00+00:00,0.65703,0.65713,0.65646,0.65668,3441860000
2025-07-01T17:00:00+00:00,0.65667,0.65755,0.65653,0.65753,2402640000
2025-07-01T18:00:00+00:00,0.65753,0.65758,0.65708,0.65733,1934160000
2025-07-01T19:00:00+00:00,0.65732,0.65764,0.65679,0.6576,2384760000
2025-07-01T20:00:00+00:00,0.6576,0.65832,0.65756,0.65816,1328390000
2025-07-01T21:00:00+00:00,0.65803,0.65803,0.65607,0.65763,487020000
2025-07-01T22:00:00+00:00,0.65766,0.65825,0.65766,0.65802,779580000
2025-07-01T23:00:00+00:00,0.65803,0.65813,0.65781,0.65792,1119150000
2025-07-02T00:00:00+00:00,0.65792,0.65817,0.65771,0.65811,2615030000
2025-07-02T01:00:00+00:00,0.6581,0.65827,0.65661,0.65689,3631830000
2025-07-02T02:00:00+00:00,0.6569,0.65741,0.65645,0.65732,2888730000
2025-07-02T03:00:00+00:00,0.65733,0.65799,0.65716,0.65796,1968450000
2025-07-02T04:00:00+00:00,0.65797,0.65829,0.65774,0.658,1777770000
2025-07-02T05:00:00+00:00,0.65797,0.65804,0.6574,0.65755,2338080000
2025-07-02T06:00:00+00:00,0.65757,0.65781,0.6568,0.65703,3308910000
2025-07-02T07:00:00+00:00,0.65702,0.65717,0.65617,0.65617,4073200000
2025-07-02T08:00:00+00:00,0.65615,0.65654,0.65591,0.65634,3345220000
2025-07-02T09:00:00+00:00,0.65634,0.65654,0.65608,0.65635,2643290000
2025-07-02T10:00:00+00:00,0.65637,0.65702,0.65624,0.65643,2527240000
2025-07-02T11:00:00+00:00,0.6564,0.65688,0.65521,0.6553,3653340000
2025-07-02T12:00:00+00:00,0.6553,0.65709,0.65429,0.65505,10378950000
2025-07-02T13:00:00+00:00,0.65504,0.65644,0.65452,0.65491,8242840000
2025-07-02T14:00:00+00:00,0.65493,0.65633,0.65458,0.65626,7494460000
2025-07-02T15:00:00+00:00,0.65626,0.6572,0.65608,0.65702,4978100000
2025-07-02T16:00:00+00:00,0.65701,0.65748,0.65676,0.65737,3127740000
2025-07-02T17:00:00+00:00,0.65737,0.65805,0.65733,0.65759,3184800000
2025-07-02T18:00:00+00:00,0.65757,0.65823,0.6575,0.65823,3595230000
2025-07-02T19:00:00+00:00,0.65823,0.65883,0.65816,0.65875,2627160000
2025-07-02T20:00:00+00:00,0.65877,0.65878,0.65829,0.65833,1830600000
2025-07-02T21:00:00+00:00,0.65828,0.65831,0.65763,0.65828,533160000
2025-07-02T22:00:00+00:00,0.65828,0.65872,0.65827,0.65863,666040000
2025-07-02T23:00:00+00:00,0.65864,0.65864,0.65815,0.65815,1349580000
2025-07-03T00:00:00+00:00,0.65815,0.65861,0.65748,0.65794,3480270000
2025-07-03T01:00:00+00:00,0.65794,0.65805,0.6573,0.65758,3203430000
2025-07-03T02:00:00+00:00,0.65758,0.65758,0.65649,0.657,2626020000
2025-07-03T03:00:00+00:00,0.65699,0.65733,0.65647,0.65665,1879740000
2025-07-03T04:00:00+00:00,0.65663,0.65703,0.65646,0.65695,1586160000
2025-07-03T05:00:00+00:00,0.65695,0.65709,0.65618,0.65703,2056520000
2025-07-03T06:00:00+00:00,0.65705,0.65783,0.657,0.65778,2642430000
2025-07-03T07:00:00+00:00,0.65777,0.65814,0.65729,0.65773,3433920000
2025-07-03T08:00:00+00:00,0.65776,0.65836,0.65767,0.65773,3311770000
2025-07-03T09:00:00+00:00,0.65771,0.6579,0.65721,0.65747,3047050000
2025-07-03T10:00:00+00:00,0.65748,0.65788,0.65725,0.65733,2073060000
2025-07-03T11:00:00+00:00,0.65733,0.65787,0.65715,0.65728,2346090000
2025-07-03T12:00:00+00:00,0.65728,0.6575,0.65366,0.65457,10918770000
2025-07-03T13:00:00+00:00,0.65459,0.65777,0.65405,0.65684,21778480000
2025-07-03T14:00:00+00:00,0.65676,0.65796,0.656,0.6562,10681870000
2025-07-03T15:00:00+00:00,0.6562,0.65748,0.65607,0.65725,5181070000
2025-07-03T16:00:00+00:00,0.65726,0.65739,0.65647,0.65709,2706310000
2025-07-03T17:00:00+00:00,0.65707,0.65731,0.65691,0.65701,901020000
2025-07-03T18:00:00+00:00,0.65699,0.65708,0.65686,0.65686,586030000
2025-07-03T19:00:00+00:00,0.65685,0.65701,0.65657,0.65685,448380000
2025-07-03T20:00:00+00:00,0.65683,0.65718,0.65669,0.65704,1320910000
2025-07-03T21:00:00+00:00,0.65703,0.65705,0.65649,0.65698,780220000
2025-07-03T22:00:00+00:00,0.65697,0.65721,0.65687,0.65714,890880000
2025-07-03T23:00:00+00:00,0.65713,0.65772,0.65713,0.6576,870190000
2025-07-04T00:00:00+00:00,0.65758,0.6578,0.65708,0.65755,2819730000
2025-07-04T01:00:00+00:00,0.65755,0.65784,0.65653,0.65653,3904090000
2025-07-04T02:00:00+00:00,0.65654,0.65723,0.6564,0.65681,2796050000
2025-07-04T03:00:00+00:00,0.65681,0.65702,0.65624,0.65693,2213730000
2025-07-04T04:00:00+00:00,0.65692,0.65726,0.65625,0.65707,2231460000
2025-07-04T05:00:00+00:00,0.65707,0.65781,0.65698,0.65703,2368750000
2025-07-04T06:00:00+00:00,0.65703,0.65753,0.6563,0.65708,3263590000
2025-07-04T07:00:00+00:00,0.65708,0.65739,0.65485,0.65545,5169300000
2025-07-04T08:00:00+00:00,0.65544,0.65598,0.65542,0.65579,3845550000
2025-07-04T09:00:00+00:00,0.65578,0.65603,0.65541,0.65574,2867040000
2025-07-04T10:00:00+00:00,0.65573,0.65614,0.65542,0.6556,3167510000
2025-07-04T11:00:00+00:00,0.65561,0.65597,0.65557,0.65582,3237500000
2025-07-04T12:00:00+00:00,0.65581,0.65595,0.65496,0.65504,4293290000
2025-07-04T13:00:00+00:00,0.65503,0.65548,0.65479,0.65516,4809240000
2025-07-04T14:00:00+00:00,0.65516,0.65541,0.65455,0.65493,6770500000
2025-07-04T15:00:00+00:00,0.65494,0.65515,0.65468,0.65497,2478330000
2025-07-04T16:00:00+00:00,0.65495,0.65516,0.65481,0.65498,1722640000
2025-07-04T17:00:00+00:00,0.65499,0.65504,0.65464,0.65498,7032510000
2025-07-04T18:00:00+00:00,0.65497,0.65523,0.65488,0.65502,8150140000
2025-07-04T19:00:00+00:00,0.65503,0.6552,0.65482,0.65499,12078980000
2025-07-04T20:00:00+00:00,0.65499,0.65532,0.65453,0.65454,16235250000
2025-07-06T21:00:00+00:00,0.65555,0.65557,0.65493,0.65555,218990000
2025-07-06T22:00:00+00:00,0.65558,0.65558,0.6549,0.65503,1552270000
2025-07-06T23:00:00+00:00,0.65504,0.65535,0.65465,0.65497,1260880000
2025-07-07T00:00:00+00:00,0.65497,0.65525,0.65354,0.65392,3465160000
2025-07-07T01:00:00+00:00,0.65392,0.65393,0.65257,0.65277,3749750000
