Etc/UTC,Open,High,Low,Close,Volume
2025-07-01T00:00:00+00:00,0.79279,0.7928,0.79184,0.79188,2712700000
2025-07-01T01:00:00+00:00,0.79186,0.79294,0.79145,0.79291,3427410000
2025-07-01T02:00:00+00:00,0.79291,0.79305,0.79229,0.79248,2404890000
2025-07-01T03:00:00+00:00,0.79249,0.79252,0.79182,0.79225,1649920000
2025-07-01T04:00:00+00:00,0.79226,0.79267,0.79173,0.79244,2019780000
2025-07-01T05:00:00+00:00,0.79243,0.79245,0.79183,0.79197,2765640000
2025-07-01T06:00:00+00:00,0.79198,0.79238,0.79165,0.79204,3628950000
2025-07-01T07:00:00+00:00,0.79205,0.79278,0.7903,0.79035,5892330000
2025-07-01T08:00:00+00:00,0.79037,0.79092,0.78887,0.7897,7031090000
2025-07-01T09:00:00+00:00,0.7897,0.78989,0.78744,0.78815,7461860000
2025-07-01T10:00:00+00:00,0.78812,0.78865,0.78718,0.78865,5047820000
2025-07-01T11:00:00+00:00,0.78864,0.78917,0.78815,0.78838,4101340000
2025-07-01T12:00:00+00:00,0.7884,0.79024,0.78837,0.79011,6094890000
2025-07-01T13:00:00+00:00,0.79011,0.7906,0.78871,0.78936,7933450000
2025-07-01T14:00:00+00:00,0.78929,0.79269,0.78929,0.79169,15235040000
2025-07-01T15:00:00+00:00,0.79168,0.79357,0.79166,0.79291,8274700000
2025-07-01T16:00:00+00:00,0.7929,0.79433,0.79286,0.79353,4856100000
2025-07-01T17:00:00+00:00,0.79353,0.79373,0.79254,0.79254,3014170000
2025-07-01T18:00:00+00:00,0.79253,0.79301,0.79239,0.79264,2210910000
2025-07-01T19:00:00+00:00,0.79264,0.79287,0.79202,0.79231,2634420000
2025-07-01T20:00:00+00:00,0.79231,0.79231,0.7907,0.7907,1723820000
2025-07-01T21:00:00+00:00,0.79066,0.79115,0.79013,0.79087,1252660000
2025-07-01T22:00:00+00:00,0.79087,0.79123,0.79053,0.79116,693710000
2025-07-01T23:00:00+00:00,0.79117,0.79123,0.79056,0.79066,863670000
2025-07-02T00:00:00+00:00,0.79066,0.79092,0.79036,0.79038,2445300000
2025-07-02T01:00:00+00:00,0.79037,0.79146,0.79031,0.79133,2253270000
2025-07-02T02:00:00+00:00,0.79133,0.79158,0.79058,0.79081,2297540000
2025-07-02T03:00:00+00:00,0.7908,0.79111,0.79064,0.7909,1880550000
2025-07-02T04:00:00+00:00,0.7909,0.79143,0.79078,0.79137,1556010000
2025-07-02T05:00:00+00:00,0.79137,0.79232,0.79127,0.79196,2419320000
2025-07-02T06:00:00+00:00,0.79197,0.7927,0.79152,0.7922,3739120000
2025-07-02T07:00:00+00:00,0.7922,0.79342,0.79217,0.79277,5172600000
2025-07-02T08:00:00+00:00,0.79277,0.79301,0.79189,0.79247,3961140000
2025-07-02T09:00:00+00:00,0.79249,0.79322,0.79232,0.79276,3723400000
2025-07-02T10:00:00+00:00,0.79274,0.79287,0.79213,0.79246,3124300000
2025-07-02T11:00:00+00:00,0.79246,0.7935,0.79228,0.79335,4303110000
2025-07-02T12:00:00+00:00,0.79332,0.79391,0.79113,0.79279,11282800000
2025-07-02T13:00:00+00:00,0.79282,0.79356,0.79151,0.79303,7606110000
2025-07-02T14:00:00+00:00,0.79303,0.79411,0.79247,0.79342,8036460000
2025-07-02T15:00:00+00:00,0.79344,0.79376,0.79193,0.79216,5376880000
2025-07-02T16:00:00+00:00,0.79215,0.79237,0.79155,0.79183,3088480000
2025-07-02T17:00:00+00:00,0.79184,0.79198,0.79153,0.79169,2198670000
