Etc/UTC,Open,High,Low,Close,Volume
2023-07-02T21:00:00+00:00,1.09094,1.09114,1.09074,1.09089,200810000
2023-07-02T22:00:00+00:00,1.09089,1.0913,1.09084,1.09092,3572790000
2023-07-02T23:00:00+00:00,1.09092,1.09102,1.09064,1.09075,4865650000
2023-07-03T00:00:00+00:00,1.09075,1.09096,1.09004,1.09014,10325220000
2023-07-03T01:00:00+00:00,1.09014,1.09176,1.09011,1.0909,13738300000
2023-07-03T02:00:00+00:00,1.09092,1.09104,1.09064,1.09074,11224360000
2023-07-03T03:00:00+00:00,1.09074,1.09136,1.09064,1.09127,9939030000
2023-07-03T04:00:00+00:00,1.09127,1.09181,1.09125,1.09175,7778930000
2023-07-03T05:00:00+00:00,1.09174,1.0918,1.0903,1.09033,10901790000
2023-07-03T06:00:00+00:00,1.09032,1.09068,1.08881,1.08902,18489330000
2023-07-03T07:00:00+00:00,1.089,1.08907,1.08702,1.08749,22918920000
2023-07-03T08:00:00+00:00,1.08748,1.0889,1.0873,1.08862,13495130000
2023-07-03T09:00:00+00:00,1.08862,1.08917,1.0876,1.089,14130040000
2023-07-03T10:00:00+00:00,1.089,1.08961,1.08813,1.0892,11128770000
2023-07-03T11:00:00+00:00,1.0892,1.09047,1.08871,1.08991,13825520000
2023-07-03T12:00:00+00:00,1.08989,1.09101,1.08937,1.09088,19225720000
2023-07-03T13:00:00+00:00,1.09089,1.09204,1.09042,1.09136,25608750000
2023-07-03T14:00:00+00:00,1.09132,1.09339,1.09026,1.09067,33963290000
2023-07-03T15:00:00+00:00,1.09066,1.09228,1.09018,1.09181,16264040000
2023-07-03T16:00:00+00:00,1.09181,1.09212,1.09136,1.09155,11355870000
2023-07-03T17:00:00+00:00,1.09158,1.09163,1.09083,1.09083,4539070000
2023-07-03T18:00:00+00:00,1.09086,1.09126,1.09086,1.09118,4514130000
2023-07-03T19:00:00+00:00,1.09118,1.09118,1.09092,1.09092,2132120000
2023-07-03T20:00:00+00:00,1.09092,1.09144,1.09088,1.09119,1182740000
2023-07-03T21:00:00+00:00,1.09119,1.09139,1.091,1.09112,432400000
2023-07-03T22:00:00+00:00,1.0911,1.09153,1.09108,1.09125,2159440000
2023-07-03T23:00:00+00:00,1.09124,1.09149,1.09121,1.09128,2993310000
2023-07-04T00:00:00+00:00,1.09127,1.09136,1.09085,1.09097,6717080000
2023-07-04T01:00:00+00:00,1.09098,1.09163,1.0908,1.09107,6677790000
2023-07-04T02:00:00+00:00,1.09106,1.09113,1.09024,1.09055,6244060000
2023-07-04T03:00:00+00:00,1.09054,1.09091,1.09039,1.09044,4803730000
2023-07-04T04:00:00+00:00,1.09046,1.09054,1.09005,1.09005,8012450000
2023-07-04T05:00:00+00:00,1.09004,1.09011,1.08939,1.08953,7565040000
2023-07-04T06:00:00+00:00,1.08952,1.09146,1.08951,1.09146,11989160000
2023-07-04T07:00:00+00:00,1.09146,1.09146,1.08961,1.09027,16410090000
2023-07-04T08:00:00+00:00,1.09028,1.09045,1.08921,1.08954,11503680000
2023-07-04T09:00:00+00:00,1.08954,1.09029,1.08944,1.08985,10924150000
2023-07-04T10:00:00+00:00,1.08984,1.09038,1.08954,1.08959,8709030000
2023-07-04T11:00:00+00:00,1.08961,1.09021,1.08897,1.08982,7089720000
2023-07-04T12:00:00+00:00,1.08982,1.0901,1.08936,1.09006,11014550000
2023-07-04T13:00:00+00:00,1.09006,1.09011,1.08959,1.08997,8209780000
2023-07-04T14:00:00+00:00,1.08998,1.09074,1.08982,1.09018,8998460000
2023-07-04T15:00:00+00:00,1.09018,1.09027,1.08965,1.0901,7892610000
2023-07-04T16:00:00+00:00,1.09009,1.09012,1.08919,1.08943,7406740000
2023-07-04T17:00:00+00:00,1.08944,1.08971,1.08931,1.08938,1747490000
2023-07-04T18:00:00+00:00,1.08937,1.08959,1.08869,1.08873,1933940000
2023-07-04T19:00:00+00:00,1.08874,1.08878,1.08809,1.08832,2612860000
2023-07-04T20:00:00+00:00,1.08833,1.08835,1.08768,1.08778,1653480000
2023-07-04T21:00:00+00:00,1.08779,1.08821,1.08779,1.08791,907810000
2023-07-04T22:00:00+00:00,1.0879,1.08815,1.08773,1.08804,2155450000
